Fragebogenkürzel;Frage;Item;Subskala1;Subskala2;Subskala3;Umkodieren? (x);Wie viele Antwortmöglichkeiten? (2-7);Wie Score Berechenen
MPQPE3[MPQPE21];"Instruktion   In diesem Fragebogen werden Sie eine Reihe von Aussagen vorfinden, die eine Person machen könnte, um seine/ihre Einstellungen, Ansichten, Interessen und andere Charakteristika zu beschreiben.   Es gibt in diesem Fragebogen zwei Möglichkeiten der Beantwortung:   Wenn nur eine Aussage gemacht wird: Kreuzen Sie bitte ""A"" an, wenn Sie der Aussage zustimmen oder meinen, dass die Aussage für Sie zutreffend ist. Kreuzen Sie bitte ""B"" an, wenn Sie der Aussage nicht zustimmen oder meinen, dass die Aussage für Sie unzutreffend ist.  Beispiel: ""Ich bin ein unternehmungslustiger Mensch.""                                                              Wenn eine Wahl zwischen zwei Möglichkeiten gegeben ist: Kreuzen Sie bitte ""A"" an, wenn Sie der Aussage ""A"" zustimmen oder meinen, dass diese Aussage eher auf Sie zutrifft. Kreuzen Sie bitte ""B"" an, wenn Sie der Aussage ""B"" zustimmen oder meinen, dass diese Aussage eher auf Sie zutrifft.  Beispiel: Von den folgenden zwei Situationen würde mir am wenigsten gefallen: A: Eine langweilige zweistündige Theatervorstellung ertragen zu müssen.               B: Eine eisglatte Straße mit dem Auto entlangfahren zu müssen.   Lesen Sie die Aussagen und entscheiden Sie jeweils, welche Möglichkeit Sie persönlich am besten beschreibt. Bearbeiten Sie bitte jede Aussage, auch wenn Sie sich ihrer Antwort nicht absolut sicher sind. Lesen Sie jede Aussage sorgfältig, aber wenden Sie nicht zuviel Zeit für Ihre Entscheidung auf.   ";Ich arbeite nur so viel wie erforderlich, ohne mich dabei zu überanstrengen.];MPQPE_PositiveEmotionality;MPQPE_Achievement;;x;2;Summe
MPQPE3[MPQPE22];"Instruktion   In diesem Fragebogen werden Sie eine Reihe von Aussagen vorfinden, die eine Person machen könnte, um seine/ihre Einstellungen, Ansichten, Interessen und andere Charakteristika zu beschreiben.   Es gibt in diesem Fragebogen zwei Möglichkeiten der Beantwortung:   Wenn nur eine Aussage gemacht wird: Kreuzen Sie bitte ""A"" an, wenn Sie der Aussage zustimmen oder meinen, dass die Aussage für Sie zutreffend ist. Kreuzen Sie bitte ""B"" an, wenn Sie der Aussage nicht zustimmen oder meinen, dass die Aussage für Sie unzutreffend ist.  Beispiel: ""Ich bin ein unternehmungslustiger Mensch.""                                                              Wenn eine Wahl zwischen zwei Möglichkeiten gegeben ist: Kreuzen Sie bitte ""A"" an, wenn Sie der Aussage ""A"" zustimmen oder meinen, dass diese Aussage eher auf Sie zutrifft. Kreuzen Sie bitte ""B"" an, wenn Sie der Aussage ""B"" zustimmen oder meinen, dass diese Aussage eher auf Sie zutrifft.  Beispiel: Von den folgenden zwei Situationen würde mir am wenigsten gefallen: A: Eine langweilige zweistündige Theatervorstellung ertragen zu müssen.               B: Eine eisglatte Straße mit dem Auto entlangfahren zu müssen.   Lesen Sie die Aussagen und entscheiden Sie jeweils, welche Möglichkeit Sie persönlich am besten beschreibt. Bearbeiten Sie bitte jede Aussage, auch wenn Sie sich ihrer Antwort nicht absolut sicher sind. Lesen Sie jede Aussage sorgfältig, aber wenden Sie nicht zuviel Zeit für Ihre Entscheidung auf.   ";"Im Vergleich zu anderen bin ich eher ein ""Einzelgänger"".]";MPQPE_PositiveEmotionality;MPQPE_SocialCloseness;;x;2;Summe
MPQPE3[MPQPE23];"Instruktion   In diesem Fragebogen werden Sie eine Reihe von Aussagen vorfinden, die eine Person machen könnte, um seine/ihre Einstellungen, Ansichten, Interessen und andere Charakteristika zu beschreiben.   Es gibt in diesem Fragebogen zwei Möglichkeiten der Beantwortung:   Wenn nur eine Aussage gemacht wird: Kreuzen Sie bitte ""A"" an, wenn Sie der Aussage zustimmen oder meinen, dass die Aussage für Sie zutreffend ist. Kreuzen Sie bitte ""B"" an, wenn Sie der Aussage nicht zustimmen oder meinen, dass die Aussage für Sie unzutreffend ist.  Beispiel: ""Ich bin ein unternehmungslustiger Mensch.""                                                              Wenn eine Wahl zwischen zwei Möglichkeiten gegeben ist: Kreuzen Sie bitte ""A"" an, wenn Sie der Aussage ""A"" zustimmen oder meinen, dass diese Aussage eher auf Sie zutrifft. Kreuzen Sie bitte ""B"" an, wenn Sie der Aussage ""B"" zustimmen oder meinen, dass diese Aussage eher auf Sie zutrifft.  Beispiel: Von den folgenden zwei Situationen würde mir am wenigsten gefallen: A: Eine langweilige zweistündige Theatervorstellung ertragen zu müssen.               B: Eine eisglatte Straße mit dem Auto entlangfahren zu müssen.   Lesen Sie die Aussagen und entscheiden Sie jeweils, welche Möglichkeit Sie persönlich am besten beschreibt. Bearbeiten Sie bitte jede Aussage, auch wenn Sie sich ihrer Antwort nicht absolut sicher sind. Lesen Sie jede Aussage sorgfältig, aber wenden Sie nicht zuviel Zeit für Ihre Entscheidung auf.   ";Im Grunde bin ich ein glücklicher Mensch.];MPQPE_PositiveEmotionality;MPQPE_Wellbeing;;;2;Summe
MPQPE3[MPQPE24];"Instruktion   In diesem Fragebogen werden Sie eine Reihe von Aussagen vorfinden, die eine Person machen könnte, um seine/ihre Einstellungen, Ansichten, Interessen und andere Charakteristika zu beschreiben.   Es gibt in diesem Fragebogen zwei Möglichkeiten der Beantwortung:   Wenn nur eine Aussage gemacht wird: Kreuzen Sie bitte ""A"" an, wenn Sie der Aussage zustimmen oder meinen, dass die Aussage für Sie zutreffend ist. Kreuzen Sie bitte ""B"" an, wenn Sie der Aussage nicht zustimmen oder meinen, dass die Aussage für Sie unzutreffend ist.  Beispiel: ""Ich bin ein unternehmungslustiger Mensch.""                                                              Wenn eine Wahl zwischen zwei Möglichkeiten gegeben ist: Kreuzen Sie bitte ""A"" an, wenn Sie der Aussage ""A"" zustimmen oder meinen, dass diese Aussage eher auf Sie zutrifft. Kreuzen Sie bitte ""B"" an, wenn Sie der Aussage ""B"" zustimmen oder meinen, dass diese Aussage eher auf Sie zutrifft.  Beispiel: Von den folgenden zwei Situationen würde mir am wenigsten gefallen: A: Eine langweilige zweistündige Theatervorstellung ertragen zu müssen.               B: Eine eisglatte Straße mit dem Auto entlangfahren zu müssen.   Lesen Sie die Aussagen und entscheiden Sie jeweils, welche Möglichkeit Sie persönlich am besten beschreibt. Bearbeiten Sie bitte jede Aussage, auch wenn Sie sich ihrer Antwort nicht absolut sicher sind. Lesen Sie jede Aussage sorgfältig, aber wenden Sie nicht zuviel Zeit für Ihre Entscheidung auf.   ";Ich versuche mich gern an schwierigen Aufgaben.];MPQPE_PositiveEmotionality;MPQPE_Achievement;;;2;Summe
MPQPE3[MPQPE25];"Instruktion   In diesem Fragebogen werden Sie eine Reihe von Aussagen vorfinden, die eine Person machen könnte, um seine/ihre Einstellungen, Ansichten, Interessen und andere Charakteristika zu beschreiben.   Es gibt in diesem Fragebogen zwei Möglichkeiten der Beantwortung:   Wenn nur eine Aussage gemacht wird: Kreuzen Sie bitte ""A"" an, wenn Sie der Aussage zustimmen oder meinen, dass die Aussage für Sie zutreffend ist. Kreuzen Sie bitte ""B"" an, wenn Sie der Aussage nicht zustimmen oder meinen, dass die Aussage für Sie unzutreffend ist.  Beispiel: ""Ich bin ein unternehmungslustiger Mensch.""                                                              Wenn eine Wahl zwischen zwei Möglichkeiten gegeben ist: Kreuzen Sie bitte ""A"" an, wenn Sie der Aussage ""A"" zustimmen oder meinen, dass diese Aussage eher auf Sie zutrifft. Kreuzen Sie bitte ""B"" an, wenn Sie der Aussage ""B"" zustimmen oder meinen, dass diese Aussage eher auf Sie zutrifft.  Beispiel: Von den folgenden zwei Situationen würde mir am wenigsten gefallen: A: Eine langweilige zweistündige Theatervorstellung ertragen zu müssen.               B: Eine eisglatte Straße mit dem Auto entlangfahren zu müssen.   Lesen Sie die Aussagen und entscheiden Sie jeweils, welche Möglichkeit Sie persönlich am besten beschreibt. Bearbeiten Sie bitte jede Aussage, auch wenn Sie sich ihrer Antwort nicht absolut sicher sind. Lesen Sie jede Aussage sorgfältig, aber wenden Sie nicht zuviel Zeit für Ihre Entscheidung auf.   ";Meine Bekannten halten mich für eine energische Person.];MPQPE_PositiveEmotionality;MPQPE_SocialPotency;;;2;Summe
MPQPE3[MPQPE26];"Instruktion   In diesem Fragebogen werden Sie eine Reihe von Aussagen vorfinden, die eine Person machen könnte, um seine/ihre Einstellungen, Ansichten, Interessen und andere Charakteristika zu beschreiben.   Es gibt in diesem Fragebogen zwei Möglichkeiten der Beantwortung:   Wenn nur eine Aussage gemacht wird: Kreuzen Sie bitte ""A"" an, wenn Sie der Aussage zustimmen oder meinen, dass die Aussage für Sie zutreffend ist. Kreuzen Sie bitte ""B"" an, wenn Sie der Aussage nicht zustimmen oder meinen, dass die Aussage für Sie unzutreffend ist.  Beispiel: ""Ich bin ein unternehmungslustiger Mensch.""                                                              Wenn eine Wahl zwischen zwei Möglichkeiten gegeben ist: Kreuzen Sie bitte ""A"" an, wenn Sie der Aussage ""A"" zustimmen oder meinen, dass diese Aussage eher auf Sie zutrifft. Kreuzen Sie bitte ""B"" an, wenn Sie der Aussage ""B"" zustimmen oder meinen, dass diese Aussage eher auf Sie zutrifft.  Beispiel: Von den folgenden zwei Situationen würde mir am wenigsten gefallen: A: Eine langweilige zweistündige Theatervorstellung ertragen zu müssen.               B: Eine eisglatte Straße mit dem Auto entlangfahren zu müssen.   Lesen Sie die Aussagen und entscheiden Sie jeweils, welche Möglichkeit Sie persönlich am besten beschreibt. Bearbeiten Sie bitte jede Aussage, auch wenn Sie sich ihrer Antwort nicht absolut sicher sind. Lesen Sie jede Aussage sorgfältig, aber wenden Sie nicht zuviel Zeit für Ihre Entscheidung auf.   ";In der Regel finde ich Wege, meinen Alltag lebendig zu gestalten.];MPQPE_PositiveEmotionality;MPQPE_Wellbeing;;;2;Summe
MPQPE3[MPQPE27];"Instruktion   In diesem Fragebogen werden Sie eine Reihe von Aussagen vorfinden, die eine Person machen könnte, um seine/ihre Einstellungen, Ansichten, Interessen und andere Charakteristika zu beschreiben.   Es gibt in diesem Fragebogen zwei Möglichkeiten der Beantwortung:   Wenn nur eine Aussage gemacht wird: Kreuzen Sie bitte ""A"" an, wenn Sie der Aussage zustimmen oder meinen, dass die Aussage für Sie zutreffend ist. Kreuzen Sie bitte ""B"" an, wenn Sie der Aussage nicht zustimmen oder meinen, dass die Aussage für Sie unzutreffend ist.  Beispiel: ""Ich bin ein unternehmungslustiger Mensch.""                                                              Wenn eine Wahl zwischen zwei Möglichkeiten gegeben ist: Kreuzen Sie bitte ""A"" an, wenn Sie der Aussage ""A"" zustimmen oder meinen, dass diese Aussage eher auf Sie zutrifft. Kreuzen Sie bitte ""B"" an, wenn Sie der Aussage ""B"" zustimmen oder meinen, dass diese Aussage eher auf Sie zutrifft.  Beispiel: Von den folgenden zwei Situationen würde mir am wenigsten gefallen: A: Eine langweilige zweistündige Theatervorstellung ertragen zu müssen.               B: Eine eisglatte Straße mit dem Auto entlangfahren zu müssen.   Lesen Sie die Aussagen und entscheiden Sie jeweils, welche Möglichkeit Sie persönlich am besten beschreibt. Bearbeiten Sie bitte jede Aussage, auch wenn Sie sich ihrer Antwort nicht absolut sicher sind. Lesen Sie jede Aussage sorgfältig, aber wenden Sie nicht zuviel Zeit für Ihre Entscheidung auf.   ";Ich mag es, hart zu arbeiten.];MPQPE_PositiveEmotionality;MPQPE_Achievement;;;2;Summe
MPQPE3[MPQPE28];"Instruktion   In diesem Fragebogen werden Sie eine Reihe von Aussagen vorfinden, die eine Person machen könnte, um seine/ihre Einstellungen, Ansichten, Interessen und andere Charakteristika zu beschreiben.   Es gibt in diesem Fragebogen zwei Möglichkeiten der Beantwortung:   Wenn nur eine Aussage gemacht wird: Kreuzen Sie bitte ""A"" an, wenn Sie der Aussage zustimmen oder meinen, dass die Aussage für Sie zutreffend ist. Kreuzen Sie bitte ""B"" an, wenn Sie der Aussage nicht zustimmen oder meinen, dass die Aussage für Sie unzutreffend ist.  Beispiel: ""Ich bin ein unternehmungslustiger Mensch.""                                                              Wenn eine Wahl zwischen zwei Möglichkeiten gegeben ist: Kreuzen Sie bitte ""A"" an, wenn Sie der Aussage ""A"" zustimmen oder meinen, dass diese Aussage eher auf Sie zutrifft. Kreuzen Sie bitte ""B"" an, wenn Sie der Aussage ""B"" zustimmen oder meinen, dass diese Aussage eher auf Sie zutrifft.  Beispiel: Von den folgenden zwei Situationen würde mir am wenigsten gefallen: A: Eine langweilige zweistündige Theatervorstellung ertragen zu müssen.               B: Eine eisglatte Straße mit dem Auto entlangfahren zu müssen.   Lesen Sie die Aussagen und entscheiden Sie jeweils, welche Möglichkeit Sie persönlich am besten beschreibt. Bearbeiten Sie bitte jede Aussage, auch wenn Sie sich ihrer Antwort nicht absolut sicher sind. Lesen Sie jede Aussage sorgfältig, aber wenden Sie nicht zuviel Zeit für Ihre Entscheidung auf.   ";In der Gesellschaft anderer stehe ich nicht gerne im Mittelpunkt.];MPQPE_PositiveEmotionality;MPQPE_SocialPotency;;x;2;Summe
MPQPE3[MPQPE29];"Instruktion   In diesem Fragebogen werden Sie eine Reihe von Aussagen vorfinden, die eine Person machen könnte, um seine/ihre Einstellungen, Ansichten, Interessen und andere Charakteristika zu beschreiben.   Es gibt in diesem Fragebogen zwei Möglichkeiten der Beantwortung:   Wenn nur eine Aussage gemacht wird: Kreuzen Sie bitte ""A"" an, wenn Sie der Aussage zustimmen oder meinen, dass die Aussage für Sie zutreffend ist. Kreuzen Sie bitte ""B"" an, wenn Sie der Aussage nicht zustimmen oder meinen, dass die Aussage für Sie unzutreffend ist.  Beispiel: ""Ich bin ein unternehmungslustiger Mensch.""                                                              Wenn eine Wahl zwischen zwei Möglichkeiten gegeben ist: Kreuzen Sie bitte ""A"" an, wenn Sie der Aussage ""A"" zustimmen oder meinen, dass diese Aussage eher auf Sie zutrifft. Kreuzen Sie bitte ""B"" an, wenn Sie der Aussage ""B"" zustimmen oder meinen, dass diese Aussage eher auf Sie zutrifft.  Beispiel: Von den folgenden zwei Situationen würde mir am wenigsten gefallen: A: Eine langweilige zweistündige Theatervorstellung ertragen zu müssen.               B: Eine eisglatte Straße mit dem Auto entlangfahren zu müssen.   Lesen Sie die Aussagen und entscheiden Sie jeweils, welche Möglichkeit Sie persönlich am besten beschreibt. Bearbeiten Sie bitte jede Aussage, auch wenn Sie sich ihrer Antwort nicht absolut sicher sind. Lesen Sie jede Aussage sorgfältig, aber wenden Sie nicht zuviel Zeit für Ihre Entscheidung auf.   ";Für mich zählt zu den schönsten Erlebnissen das wohltuende Gefühl, in einer Gruppe von guten Freunden zu sein.];MPQPE_PositiveEmotionality;MPQPE_SocialCloseness;;;2;Summe
MPQPE3[MPQPE30];"Instruktion   In diesem Fragebogen werden Sie eine Reihe von Aussagen vorfinden, die eine Person machen könnte, um seine/ihre Einstellungen, Ansichten, Interessen und andere Charakteristika zu beschreiben.   Es gibt in diesem Fragebogen zwei Möglichkeiten der Beantwortung:   Wenn nur eine Aussage gemacht wird: Kreuzen Sie bitte ""A"" an, wenn Sie der Aussage zustimmen oder meinen, dass die Aussage für Sie zutreffend ist. Kreuzen Sie bitte ""B"" an, wenn Sie der Aussage nicht zustimmen oder meinen, dass die Aussage für Sie unzutreffend ist.  Beispiel: ""Ich bin ein unternehmungslustiger Mensch.""                                                              Wenn eine Wahl zwischen zwei Möglichkeiten gegeben ist: Kreuzen Sie bitte ""A"" an, wenn Sie der Aussage ""A"" zustimmen oder meinen, dass diese Aussage eher auf Sie zutrifft. Kreuzen Sie bitte ""B"" an, wenn Sie der Aussage ""B"" zustimmen oder meinen, dass diese Aussage eher auf Sie zutrifft.  Beispiel: Von den folgenden zwei Situationen würde mir am wenigsten gefallen: A: Eine langweilige zweistündige Theatervorstellung ertragen zu müssen.               B: Eine eisglatte Straße mit dem Auto entlangfahren zu müssen.   Lesen Sie die Aussagen und entscheiden Sie jeweils, welche Möglichkeit Sie persönlich am besten beschreibt. Bearbeiten Sie bitte jede Aussage, auch wenn Sie sich ihrer Antwort nicht absolut sicher sind. Lesen Sie jede Aussage sorgfältig, aber wenden Sie nicht zuviel Zeit für Ihre Entscheidung auf.   ";Ich fühle mich selten glücklich.];MPQPE_PositiveEmotionality;MPQPE_Wellbeing;;x;2;Summe
